total.credit.card.limit,avg.percentage_credit_card_limit_used_last_year,saving.amount,checking.amount,yearly.salary,age,dependent.number,loan.repaid
5900,0.71,4178,4321,4000,42,1,Yes
3100,0.71,541,5015,47000,36,1,Yes
7200,0.71,1892,2771,61300,33,5,Yes
4000,0.71,417,1751,38100,77,0,No
700,0.71,948,2232,27800,53,8,No
5400,0.71,987,2330,0,45,4,No
7200,0.71,1095,1441,25600,30,1,No
7900,0.71,1882,5974,8800,45,2,Yes
5100,0.71,5657,5059,18900,34,3,Yes
3700,0.71,4127,7354,50600,57,2,Yes
7500,0.71,3280,1264,19400,46,7,Yes
7000,0.71,4587,4454,28900,33,8,Yes
5000,0.71,303,5312,49100,32,1,Yes
5500,0.71,1229,2144,27600,71,3,No
1700,0.71,1203,1553,23500,25,2,No
3200,0.71,4071,4932,46000,19,8,Yes
7400,0.71,2852,1807,12500,33,4,Yes
5000,0.71,4374,4280,22400,34,2,Yes
2800,0.71,3632,3306,0,34,8,Yes
2600,0.71,1376,603,0,30,7,No
3100,0.71,966,503,18400,39,2,No
4000,0.71,1870,6118,35600,44,4,Yes
2100,0.71,3745,4906,8300,51,4,Yes
5400,0.71,3131,4245,49100,38,1,Yes
2900,0.71,3534,2377,30300,46,2,Yes
5100,0.71,1076,1993,2700,36,1,No
2900,0.71,2471,1803,59200,30,2,Yes
8200,0.71,136,7127,11900,33,1,Yes
7200,0.71,1880,4979,32800,36,3,Yes
6100,0.71,2966,4936,22600,61,4,Yes
3600,0.71,739,3086,0,19,2,No
4100,0.71,992,2951,0,32,2,No
4500,0.71,2766,4770,9100,49,4,Yes
3600,0.71,1630,1340,10300,39,8,No
2300,0.71,354,3649,38900,38,5,No
2200,0.71,1106,4294,33200,33,7,No
4900,0.71,6109,4597,32700,45,1,Yes
5800,0.71,7422,3932,33200,35,3,Yes
6400,0.71,4353,3388,18700,60,2,Yes
4400,0.71,2977,2866,15500,49,0,Yes
2900,0.71,527,2979,34200,37,2,No
4600,0.71,2080,3669,45600,50,5,Yes
7600,0.71,1198,2837,50600,51,2,Yes
1500,0.71,1858,2350,23200,36,5,No
4200,0.71,657,3366,0,48,3,No
4700,0.71,1076,1735,38900,31,8,No
3600,0.71,5327,3777,53400,35,1,Yes
5800,0.71,338,4022,53300,45,2,Yes
3700,0.71,1071,3132,37500,58,3,No
3300,0.71,2647,1813,25300,55,8,Yes
5300,0.71,1806,4545,16800,44,3,Yes
2800,0.71,870,756,45500,70,8,No
6300,0.71,848,1092,25600,79,1,Yes
4500,0.71,1563,2525,50900,39,2,Yes
6300,0.71,1025,2692,32500,62,8,No
2400,0.71,1201,1082,23500,47,4,No
6200,0.71,3287,1416,44200,49,2,Yes
4000,0.71,4734,5759,25200,36,8,Yes
6500,0.71,2244,1151,42700,41,3,Yes
2300,0.71,1358,3747,11500,68,1,No
3600,0.71,448,3099,20700,25,1,No
6000,0.71,1113,2268,46700,48,1,No
3300,0.71,2786,9614,46900,38,2,Yes
6300,0.71,1017,761,41900,33,6,No
2200,0.71,2201,4161,35800,46,2,Yes
5900,0.71,3759,5278,29100,61,2,Yes
8100,0.71,3255,3164,51100,57,1,Yes
2600,0.71,1458,1902,25700,21,7,No
7400,0.71,1883,5332,35600,29,1,Yes
7300,0.71,3404,4703,37400,18,1,Yes
5700,0.71,886,1616,39300,23,8,Yes
3700,0.71,509,3025,23900,61,2,No
5600,0.71,7585,3527,28300,55,8,Yes
3800,0.71,598,2109,14900,36,4,No
3000,0.71,3188,4295,43500,44,4,Yes
7500,0.71,2462,2340,30300,41,2,Yes
8100,0.71,2624,2367,17000,48,2,Yes
4700,0.71,1488,981,30700,39,4,No
5000,0.71,3350,10905,34300,30,6,Yes
5000,0.71,4462,1840,47100,65,5,Yes
8100,0.71,4043,8557,36200,37,7,Yes
5400,0.71,4414,4759,16800,57,2,Yes
7500,0.71,2625,6144,39900,35,6,Yes
1500,0.71,3204,5149,44500,34,1,Yes
4200,0.71,960,2280,32500,46,4,No
4900,0.71,728,4776,20600,55,7,Yes
2400,0.71,1240,1308,22900,42,6,No
5100,0.71,940,1490,26200,53,6,No
6400,0.71,1349,5956,16400,20,1,Yes
4400,0.71,427,5805,28200,58,8,Yes
5900,0.71,397,4403,31300,58,6,Yes
3400,0.71,973,2954,0,41,3,No
7000,0.71,2346,5095,25800,45,8,Yes
9600,0.71,4350,1287,71200,27,1,Yes
7500,0.71,1333,4139,40700,26,0,Yes
2700,0.71,1557,975,12400,19,4,No
6300,0.71,1973,6170,20800,27,8,Yes
7200,0.71,4337,2896,37700,49,0,Yes
9500,0.71,1131,1388,31600,48,2,No
3300,0.71,732,2587,14400,35,8,No
4300,0.71,1360,458,16300,51,8,No
2400,0.71,1234,2466,50100,26,8,No
2900,0.71,2421,944,44200,34,1,Yes
6100,0.71,1311,4077,24400,42,4,Yes
6500,0.71,852,8279,32000,48,7,Yes
6900,0.71,1571,11314,18200,63,7,Yes
3500,0.71,1308,2398,17600,49,2,No
2200,0.71,794,2671,28500,58,2,No
7800,0.71,2176,7335,75100,74,1,Yes
3500,0.71,296,3390,8300,45,5,Yes
6000,0.71,1464,4992,25200,40,8,Yes
4300,0.71,15,609,16600,29,2,Yes
8700,0.71,3405,3904,41600,27,3,Yes
7500,0.71,814,2618,41500,46,4,Yes
3300,0.71,1162,294,37400,33,6,No
2100,0.71,490,8378,26800,72,1,Yes
5600,0.71,4038,7670,50400,39,1,Yes
3600,0.71,821,1629,17000,51,3,No
4500,0.71,3059,6478,32400,38,2,Yes
3000,0.71,594,2245,0,62,8,No
4000,0.71,2556,5474,29900,49,2,Yes
2300,0.71,408,1395,24000,49,8,No
4100,0.71,2176,1360,39900,36,7,Yes
3200,0.71,593,701,27800,49,2,No
500,0.71,1401,3347,24800,37,1,No
5200,0.71,870,1083,27900,46,0,No
6700,0.71,2798,7382,14300,55,2,Yes
5700,0.71,3785,3296,32700,74,2,Yes
5000,0.71,5452,2823,48300,37,1,Yes
2200,0.71,978,2090,37400,48,2,No
6100,0.71,2505,5270,11500,79,2,Yes
4700,0.71,1270,2957,38000,55,3,No
2400,0.71,1489,1732,10000,30,3,No
7900,0.71,1490,790,36400,34,1,Yes
4900,0.71,66,366,32400,41,2,Yes
4400,0.71,1653,722,0,50,8,No
3200,0.71,1805,4377,9400,33,3,Yes
3800,0.71,1315,2823,16200,45,8,No
6000,0.71,867,4285,21400,68,4,No
3100,0.71,2848,409,40300,42,2,Yes
5800,0.71,3540,5105,34100,45,1,Yes
5400,0.71,2396,5091,21000,46,1,Yes
10200,0.71,5096,6011,20600,67,2,Yes
9000,0.71,3171,1033,41600,64,2,Yes
4100,0.71,3414,6142,48600,50,2,Yes
3800,0.71,1993,815,20300,54,7,Yes
7500,0.71,2178,3827,39100,49,6,Yes
4900,0.71,6061,4853,35700,59,3,Yes
5500,0.71,2562,3773,27100,32,3,Yes
4100,0.71,1355,5815,38500,51,2,Yes
5100,0.71,5430,3649,13700,49,1,Yes
3000,0.71,1886,1529,31700,22,2,No
2200,0.71,592,2121,29900,65,8,No
5700,0.71,3270,6445,0,44,4,Yes
4800,0.71,3368,2913,65500,37,7,Yes
9500,0.71,3742,5383,24700,43,5,Yes
5100,0.71,4289,4474,53100,39,1,Yes
7000,0.71,242,3767,42200,45,8,Yes
2100,0.71,1128,2990,0,38,2,No
1700,0.71,233,1463,32100,20,5,No
3700,0.71,760,6399,36600,35,8,Yes
7700,0.71,2435,4121,17700,28,6,Yes
2700,0.71,229,5733,28500,31,1,Yes
2700,0.71,1878,6772,28500,32,8,Yes
6300,0.71,2124,6241,30300,70,3,Yes
2300,0.71,370,2727,19900,62,4,No
2300,0.71,1289,3611,0,39,3,No
5100,0.71,4569,3125,30600,26,2,Yes
2200,0.71,239,815,13500,42,4,No
6200,0.71,1711,5191,63500,48,6,Yes
500,0.71,1240,3522,24600,63,3,No
2900,0.71,2076,2029,0,54,7,No
7500,0.71,3717,3192,35200,47,8,Yes
3000,0.71,4089,3689,37700,34,1,Yes
3100,0.71,224,2132,35200,62,7,No
4600,0.71,3459,7044,46400,38,8,Yes
3800,0.71,927,5646,33600,65,3,Yes
4900,0.71,515,3036,24200,33,7,No
6400,0.71,3456,4181,29100,23,1,Yes
4000,0.71,1671,2453,18500,54,5,No
2100,0.71,1483,3273,0,39,7,No
3400,0.71,2156,4015,43300,39,1,Yes
4000,0.71,2584,2612,61400,24,1,Yes
4100,0.71,2825,3800,49100,52,8,Yes
5800,0.71,6837,2715,29400,42,1,Yes
3000,0.71,2855,3349,19700,26,5,Yes
3200,0.71,1415,2790,23800,34,4,No
8400,0.71,3733,4223,38400,52,1,Yes
2000,0.71,570,5025,14500,35,0,Yes
4700,0.71,1733,2972,17000,64,1,No
7100,0.71,4599,1719,35800,20,4,Yes
4600,0.71,545,1864,25200,59,1,No
1400,0.71,774,3550,0,29,8,No
4400,0.71,1674,3017,47100,58,1,Yes
3800,0.71,211,1634,32900,60,1,No
6900,0.71,316,3363,12100,28,0,Yes
8000,0.71,4151,7089,54700,52,6,Yes
6500,0.71,1657,828,25500,40,8,Yes
2800,0.71,113,4660,28700,36,2,Yes
4500,0.71,3465,8802,44600,52,8,Yes
3000,0.71,1830,6974,37700,49,4,Yes
1700,0.71,679,1944,26500,48,4,No
7200,0.71,1232,2617,33000,30,5,Yes
3100,0.71,947,4056,15600,43,5,Yes
2400,0.71,1212,1563,0,50,1,No
4700,0.71,2008,5987,29600,50,3,Yes
2000,0.71,951,2947,29300,38,1,No
4600,0.71,2180,5549,42200,21,4,Yes
3300,0.71,887,6374,7900,36,1,Yes
4900,0.71,2291,8671,32200,42,1,Yes
2300,0.71,3745,249,42200,51,8,Yes
3800,0.71,651,1417,2300,49,8,No
7500,0.71,1997,5073,50800,31,8,Yes
3500,0.71,196,8549,38200,43,2,Yes
3500,0.71,1066,2039,36600,18,1,Yes
5700,0.71,492,1292,25900,61,1,No
1600,0.71,755,1053,38600,42,8,No
4300,0.71,1885,6409,35800,22,8,Yes
2500,0.71,1937,1238,23200,26,1,Yes
5000,0.71,2549,7188,20600,18,1,Yes
3600,0.71,973,5505,52900,47,1,Yes
3600,0.71,1338,875,17900,50,3,No
4100,0.71,3136,4655,57400,39,2,Yes
8100,0.71,1535,5506,13300,45,2,Yes
4100,0.71,5593,3170,18400,53,1,Yes
4000,0.71,1462,1763,18100,55,4,No
4500,0.71,387,700,46500,39,2,No
4600,0.71,641,426,31600,31,5,No
800,0.71,1921,3363,22800,20,8,No
4300,0.71,2062,5505,52200,20,8,Yes
5200,0.71,636,1218,21700,48,8,No
9100,0.71,4364,1253,32200,48,2,Yes
2700,0.71,1341,3490,17100,18,3,No
6000,0.71,1823,2178,35300,32,0,Yes
4500,0.71,1664,7795,34100,74,1,Yes
8100,0.71,3296,2596,62100,35,3,Yes
4200,0.71,3587,808,37400,49,1,Yes
5700,0.71,2783,7488,40700,37,1,Yes
6500,0.71,4163,3097,81100,36,8,Yes
5100,0.71,960,3747,38400,31,7,Yes
4800,0.71,1124,2196,28400,27,8,No
4400,0.71,1908,2899,19700,50,2,Yes
6400,0.71,4656,8162,31200,35,2,Yes
6300,0.71,2552,1147,20600,18,8,Yes
5800,0.71,535,3151,0,39,2,No
3800,0.71,5014,5351,58900,49,1,Yes
9700,0.71,6085,6477,53500,66,7,Yes
7300,0.71,4018,3736,37000,31,8,Yes
3700,0.71,1582,5720,41500,44,7,Yes
3700,0.71,3238,1751,50300,49,3,Yes
6800,0.71,636,6069,41100,41,3,Yes
5200,0.71,343,1082,29800,49,1,No
5400,0.71,726,1673,17600,29,1,No
7300,0.71,1045,6236,21100,44,8,Yes
5500,0.71,4662,2068,40900,23,1,Yes
7800,0.71,4773,5523,16500,43,8,Yes
4500,0.71,2969,5781,32000,37,4,Yes
4800,0.71,4708,2617,43700,27,2,Yes
700,0.71,1443,1961,17000,42,1,No
2900,0.71,417,395,0,67,4,No
6900,0.71,4087,5535,23700,53,1,Yes
4400,0.71,2839,4306,39400,43,8,Yes
4500,0.71,574,2931,0,38,6,No
5900,0.71,749,1760,37800,48,3,No
2100,0.71,626,147,26600,39,8,No
4800,0.71,2861,5095,37100,37,8,Yes
2700,0.71,1367,2166,22200,38,5,No
4700,0.71,1020,1109,37900,27,0,No
1100,0.71,758,1442,7600,43,1,No
3600,0.71,5316,7285,17900,24,2,Yes
3700,0.71,857,3197,52100,45,8,Yes
3300,0.71,690,5062,0,27,7,No
4700,0.71,858,4628,24100,49,1,Yes
6300,0.71,1936,3207,11800,19,2,Yes
4400,0.71,1150,1240,26300,23,8,No
4900,0.71,480,4919,31700,31,8,Yes
5600,0.71,1357,264,16200,44,8,Yes
7600,0.71,1692,3118,9600,37,4,No
4200,0.71,2874,6024,36300,25,4,Yes
2500,0.71,2818,3692,67100,46,8,Yes
6200,0.71,779,6441,33900,29,1,Yes
3600,0.71,1141,3186,8800,32,1,No
7100,0.71,4623,5600,53300,71,4,Yes
6300,0.71,4403,2900,67600,27,2,Yes
5600,0.71,2363,6240,44100,33,1,Yes
3300,0.71,2569,1472,32000,54,5,Yes
5100,0.71,3964,3187,51900,38,8,Yes
6100,0.71,2858,3436,31100,37,6,Yes
3000,0.71,1775,3283,0,36,4,No
900,0.71,688,1973,17200,61,1,No
6600,0.71,5187,5219,19100,35,8,Yes
3300,0.71,1528,1309,20700,57,8,No
4400,0.71,665,1944,0,50,1,No
6400,0.71,964,928,29800,29,3,No
5300,0.71,3625,2299,26800,41,3,Yes
8400,0.71,1140,1571,44900,39,8,Yes
4200,0.71,1780,3205,18100,59,5,Yes
3900,0.71,538,6993,64100,46,1,Yes
7300,0.71,4843,3693,50000,47,3,Yes
7300,0.71,6192,2622,29800,45,8,Yes
3500,0.71,1182,2078,13600,66,3,No
7000,0.71,2994,5398,36100,48,0,Yes
6400,0.71,3220,836,32600,42,6,Yes
5200,0.71,3049,3173,38800,49,4,Yes
6900,0.71,3193,5536,53500,48,2,Yes
4100,0.71,1425,552,18900,41,8,No
3900,0.71,644,2315,7100,30,5,Yes
2400,0.71,2117,2326,18100,58,1,No
4500,0.71,2504,4287,25400,61,3,Yes
3700,0.71,661,1196,18100,29,7,No
4100,0.71,2081,4257,40100,38,7,Yes
3000,0.71,1517,3820,36300,31,4,Yes
5300,0.71,1628,1017,19700,63,0,No
5100,0.71,664,4874,55200,34,8,Yes
6300,0.71,4390,7114,40500,29,3,Yes
3700,0.71,1539,3477,44400,42,6,No
5100,0.71,2369,8278,45900,67,5,Yes
5200,0.71,1138,1035,0,41,2,No
7100,0.71,235,5237,34600,34,1,Yes
2100,0.71,778,2697,11800,36,1,No
5300,0.71,703,4996,42100,53,1,Yes
6800,0.71,2143,4400,32200,33,1,Yes
3800,0.71,1051,2428,27300,41,3,No
3600,0.71,559,6691,28700,36,2,Yes
4800,0.71,730,2874,39000,35,8,No
4500,0.71,4687,4394,32000,48,1,Yes
4000,0.71,1170,2436,8900,43,2,No
3700,0.71,683,886,34500,37,3,Yes
4700,0.71,1697,2673,34500,32,4,No
4000,0.71,2533,5938,21100,30,3,Yes
4400,0.71,1006,2536,0,51,0,No
4100,0.71,1288,2075,25100,54,1,No
4700,0.71,865,1768,41500,30,3,No
1000,0.71,216,1259,40500,24,8,No
7400,0.71,2065,5076,21400,52,8,Yes
8000,0.71,4541,3705,30800,52,1,Yes
7200,0.71,1484,3721,49300,41,8,Yes
4700,0.71,6439,2026,44000,35,1,Yes
6400,0.71,2662,5651,28200,26,6,Yes
5900,0.71,2665,3817,15700,60,5,Yes
5000,0.71,3410,4336,15900,24,2,Yes
2000,0.71,1899,1570,19700,27,3,No
4200,0.71,399,2638,46400,48,8,No
4200,0.71,417,2726,32300,42,1,Yes
4000,0.71,1299,1117,0,37,1,No
1000,0.71,4436,1450,44800,60,8,Yes
3700,0.71,4465,4047,65600,28,6,Yes
5900,0.71,243,1795,34300,50,3,Yes
5100,0.71,1464,1757,32900,47,1,No
3700,0.71,4013,3899,25600,30,1,Yes
2100,0.71,1023,2021,22000,63,8,No
4200,0.71,1495,3123,27400,54,3,Yes
8500,0.71,2037,3722,47800,52,5,Yes
4500,0.71,2288,2586,31000,24,8,No
5400,0.71,3142,3836,63300,50,4,Yes
2500,0.71,615,3434,41800,21,7,Yes
4700,0.71,1941,4258,31000,28,4,Yes
2900,0.71,302,2944,15900,31,2,No
3200,0.71,5032,3180,21800,55,1,Yes
6600,0.71,1294,1475,59000,52,1,Yes
2400,0.71,1504,7298,22700,27,2,Yes
7600,0.71,731,6527,47700,34,7,Yes
2000,0.71,801,2567,0,44,4,No
4900,0.71,462,3013,34600,45,8,Yes
3500,0.71,2732,4072,26600,51,3,Yes
6900,0.71,700,3035,23500,47,1,No
3000,0.71,5642,8888,49400,42,1,Yes
6800,0.71,2328,1791,42100,23,1,Yes
4500,0.71,225,1188,35100,40,2,No
3000,0.71,3977,8325,29900,28,8,Yes
1800,0.71,636,2095,0,60,5,No
5000,0.71,4998,3829,44200,62,5,Yes
5700,0.71,5165,5011,51500,31,2,Yes
6200,0.71,2892,3465,5100,35,6,Yes
7500,0.71,4696,3882,18300,21,2,Yes
3800,0.71,4500,2008,28700,41,4,Yes
4500,0.71,460,8161,22600,41,1,Yes
4600,0.71,2715,6300,37200,49,0,Yes
6000,0.71,3195,5056,22400,38,1,Yes
6800,0.71,1996,8904,55800,31,1,Yes
3700,0.71,121,2547,24800,51,2,No
7400,0.71,1661,3207,25000,49,2,Yes
3900,0.71,2054,10314,47900,38,6,Yes
8500,0.71,1494,6548,27700,19,6,Yes
2300,0.71,1654,2246,28800,44,6,No
7800,0.71,4488,2489,54000,39,8,Yes
5600,0.71,1448,2632,28300,22,2,Yes
5800,0.71,3610,5605,38400,44,1,Yes
3700,0.7,466,1845,16600,37,1,No
4000,0.7,1950,2652,38400,29,8,No
9200,0.7,1217,4261,39000,41,8,Yes
9500,0.7,7008,4610,44200,19,7,Yes
9400,0.7,2012,1069,40100,47,1,Yes
6000,0.7,1572,828,0,37,3,No
3100,0.7,66,5103,31500,47,3,Yes
4500,0.7,384,5110,39100,55,5,Yes
4100,0.7,3319,5054,66300,36,8,Yes
3900,0.7,1179,2878,15500,29,7,No
4300,0.7,1400,2558,28900,52,1,No
8200,0.7,1738,1299,25700,33,4,No
5600,0.7,4022,3537,52000,60,2,Yes
3800,0.7,829,3059,22200,34,4,No
6300,0.7,1778,2380,36500,52,7,No
2900,0.7,1156,3680,27100,45,2,No
3700,0.7,430,5832,37700,22,1,Yes
4200,0.7,4433,1376,13800,39,1,Yes
7200,0.7,6062,4522,54000,20,1,Yes
5400,0.7,2055,4061,53700,26,1,Yes
4300,0.7,2544,1515,36900,51,3,Yes
3400,0.7,1051,1625,24800,41,2,No
4900,0.7,2389,5894,53300,64,6,Yes
2700,0.7,2361,1490,33200,52,8,No
4400,0.7,284,1199,47600,30,1,Yes
2800,0.7,1427,2233,17300,26,2,No
4500,0.7,2117,1713,37400,33,1,Yes
6200,0.7,1942,2835,31900,24,8,Yes
5700,0.7,1388,1622,34100,30,8,Yes
4700,0.7,1586,8668,41000,33,0,Yes
2900,0.7,1076,1823,31200,43,4,No
5000,0.7,478,2654,0,18,5,Yes
5900,0.7,298,6057,27300,52,8,Yes
4700,0.7,4743,8428,42500,44,4,Yes
1900,0.7,3287,7084,18700,47,5,Yes
6900,0.7,736,3914,37900,31,3,Yes
1700,0.7,827,2124,24000,48,8,No
5600,0.7,1437,6196,39300,57,4,Yes
7600,0.7,674,6589,34800,48,2,Yes
4600,0.7,2582,9681,38600,61,2,Yes
7600,0.7,402,4901,30800,39,1,Yes
3600,0.7,1029,1069,14500,33,6,No
6800,0.7,327,2916,0,41,2,No
5100,0.7,1200,2535,18300,25,2,No
1100,0.7,5807,3529,28200,37,1,Yes
5100,0.7,1864,4001,45400,19,0,Yes
2700,0.7,493,582,0,65,4,No
1000,0.7,1516,1164,44500,52,4,No
3800,0.7,3342,694,49800,74,1,Yes
4900,0.7,1071,2597,23700,18,8,Yes
2100,0.7,6333,3316,55000,36,3,Yes
5500,0.7,2422,5066,17400,54,3,Yes
2700,0.7,2405,1015,0,47,3,No
2800,0.7,4872,4245,42400,45,3,Yes
8200,0.7,2463,6227,38300,53,1,Yes
2800,0.7,897,2135,24500,44,4,No
3200,0.7,1012,2178,7600,42,3,No
6300,0.7,6180,9073,27900,22,6,Yes
3600,0.7,2054,6964,42400,21,2,Yes
2900,0.7,1162,2181,26200,29,2,No
3900,0.7,909,2672,16900,59,4,No
4200,0.7,480,6593,35100,45,3,Yes
3900,0.7,889,1111,50200,52,2,No
3200,0.7,1085,896,17700,35,8,No
5200,0.7,3042,3245,53400,52,0,Yes
6600,0.7,1479,4471,3100,41,1,Yes
2100,0.7,1444,2336,23200,46,3,No
5400,0.7,5297,5871,24000,66,2,Yes
4300,0.7,2049,3618,24700,53,6,Yes
4200,0.7,1670,1830,20600,69,8,No
6000,0.7,1544,4955,19600,18,1,Yes
2200,0.7,1807,2976,0,20,2,No
4700,0.7,791,1853,18400,54,1,No
2100,0.7,1089,1556,27900,42,6,No
6900,0.7,2940,3309,29700,39,0,Yes
6300,0.7,1340,7039,34300,59,2,Yes
7000,0.7,1586,4935,32400,58,3,Yes
3300,0.7,716,986,15400,50,2,No
7300,0.7,1307,301,25400,30,1,No
4300,0.7,492,3516,35500,23,3,Yes
3300,0.7,896,434,19200,49,8,No
3400,0.7,4969,10290,37700,45,1,Yes
4700,0.7,881,1056,21900,44,7,Yes
4800,0.7,1073,3397,22400,40,8,No
3400,0.7,3513,2149,30200,37,1,Yes
5000,0.7,3052,5596,28100,23,2,Yes
1700,0.7,1593,1269,23800,41,3,No
3900,0.7,67,9092,54500,45,6,Yes
2500,0.7,1280,1838,0,58,1,No
6800,0.7,1293,5351,0,39,3,Yes
7800,0.7,1690,3900,46000,21,8,Yes
2500,0.7,1229,1700,13100,28,5,No
5900,0.7,1957,4275,36600,30,1,Yes
3700,0.7,3951,4912,59500,52,4,Yes
3800,0.7,1094,2186,24000,32,8,No
6500,0.7,4738,3868,11000,24,8,Yes
2400,0.7,783,841,25800,41,1,No
6500,0.7,2736,5066,36200,36,3,Yes
7400,0.7,2464,8012,31200,35,4,Yes
4600,0.7,5699,5182,0,54,4,Yes
5800,0.7,1640,3650,39100,52,2,Yes
6700,0.7,559,7872,32000,37,1,Yes
5700,0.7,3123,5996,33800,43,3,Yes
2200,0.7,493,871,19800,36,2,No
3500,0.7,641,1417,13300,44,5,No
2700,0.7,2027,1644,58700,24,1,Yes
3000,0.7,436,1014,0,38,4,No
3700,0.7,1845,3089,26700,33,8,Yes
7100,0.7,748,4386,42300,47,2,Yes
7900,0.7,928,206,23400,42,0,Yes
2600,0.7,2683,3457,68600,51,3,Yes
5500,0.7,1142,2546,25300,62,2,No
6900,0.7,5644,7811,33700,18,1,Yes
5800,0.7,347,1264,46500,47,4,Yes
4700,0.7,2659,4706,58700,52,1,Yes
3300,0.7,184,3731,19800,37,1,Yes
5600,0.7,5598,680,19400,32,2,Yes
2700,0.7,948,3553,0,68,5,No
4100,0.7,1208,3511,0,25,2,No
7700,0.7,3707,456,33900,39,4,Yes
2800,0.7,1158,2020,23900,29,8,No
1700,0.7,96,1218,0,33,8,No
5700,0.7,2672,5306,21500,29,4,Yes
7600,0.7,2409,1596,41100,25,2,Yes
7100,0.7,4549,6022,44200,54,7,Yes
2900,0.7,1280,740,20300,41,8,No
4400,0.7,1683,4045,46900,22,5,Yes
5800,0.7,908,3518,27800,27,3,No
6200,0.7,2419,4222,0,62,5,Yes
4800,0.7,923,4989,38800,56,8,Yes
7600,0.7,4901,5174,40500,54,7,Yes
7700,0.7,2020,2076,37500,60,3,Yes
3300,0.7,1865,1667,40800,22,8,No
6200,0.7,1036,3912,22600,34,5,Yes
8100,0.7,1424,7207,4400,33,2,Yes
5000,0.7,3075,5672,65900,63,1,Yes
3600,0.7,960,3143,10400,49,8,No
5700,0.7,2159,3451,8300,43,3,Yes
2200,0.7,1775,1981,0,50,5,No
3700,0.7,3149,7166,54400,51,4,Yes
7800,0.7,3441,8732,45600,45,4,Yes
6600,0.7,2962,6421,22900,19,8,Yes
10000,0.7,1890,8842,30800,67,0,Yes
5500,0.7,3691,5849,66800,48,8,Yes
2300,0.7,1166,2473,36200,42,0,No
7200,0.7,5119,4613,26400,49,5,Yes
6800,0.7,2143,6357,62400,53,4,Yes
3800,0.7,3384,4641,51300,40,1,Yes
4400,0.7,2168,28,23100,25,1,Yes
3800,0.7,1309,4225,36700,40,1,Yes
10400,0.7,1264,6579,21100,37,1,Yes
5700,0.7,570,5464,18600,62,2,Yes
5700,0.7,995,9216,30400,38,2,Yes
2400,0.7,1191,2053,22900,50,2,No
4900,0.7,914,1235,32200,49,2,Yes
7800,0.7,2362,1930,0,42,8,No
8300,0.7,668,1935,36600,47,1,Yes
5300,0.7,292,2497,30100,45,1,No
7300,0.7,1431,4796,33200,38,2,Yes
6100,0.7,2861,1170,17200,21,4,Yes
2200,0.7,2539,7177,37200,53,1,Yes
8300,0.7,1774,6254,57300,22,4,Yes
3200,0.7,2547,1333,53100,58,2,Yes
4700,0.7,4497,4055,26300,36,2,Yes
9300,0.7,263,2538,24700,42,1,Yes
2100,0.7,194,6053,6700,19,4,Yes
6900,0.7,1776,7026,32000,30,4,Yes
6000,0.7,4727,3979,39800,25,1,Yes
5500,0.7,2451,2629,44200,51,8,Yes
1100,0.7,4253,3965,0,42,8,Yes
4000,0.7,3267,4971,30500,48,8,Yes
5900,0.7,2517,8312,8900,20,2,Yes
8300,0.7,3601,5279,62100,37,4,Yes
1400,0.7,980,1953,36200,25,4,No
2400,0.7,1402,876,32000,67,1,No
6300,0.7,2845,5766,35700,40,8,Yes
1200,0.7,32,2341,0,50,2,No
2900,0.7,2687,7581,32300,66,8,Yes
5000,0.7,1311,2590,33800,50,6,Yes
3500,0.7,2404,3155,40100,23,3,Yes
5500,0.7,2186,826,11500,30,7,Yes
4300,0.7,1115,3189,23400,36,6,No
5200,0.7,2675,4887,26400,32,8,Yes
3100,0.7,1393,1046,0,27,1,No
3500,0.7,2137,3359,69100,53,8,Yes
5500,0.7,960,3388,0,30,8,No
2900,0.7,423,1560,20100,24,2,No
5900,0.7,5191,3092,68600,23,5,Yes
1400,0.7,667,2847,31800,46,1,No
3900,0.7,4041,8903,33900,35,2,Yes
2900,0.7,2317,4290,3000,34,4,Yes
4900,0.7,350,7432,4400,40,2,Yes
5100,0.7,1590,1393,36600,53,8,No
7300,0.7,2755,4979,37200,33,5,Yes
4400,0.7,763,590,22500,19,3,No
8400,0.7,3628,1076,13600,30,5,Yes
4300,0.7,853,6703,56300,61,2,Yes
4500,0.7,2594,2478,40100,35,1,Yes
5600,0.7,2675,3645,23600,37,1,Yes
6100,0.7,2773,6547,31900,36,4,Yes
3900,0.7,3199,324,6300,55,1,Yes
6600,0.7,4859,3877,18900,31,8,Yes
3400,0.7,993,4509,17100,68,1,Yes
3900,0.7,1315,432,25900,51,2,No
6400,0.7,3863,3830,41600,47,8,Yes
5500,0.7,49,10207,31200,56,2,Yes
5800,0.7,1160,2696,31100,59,2,Yes
5500,0.7,986,2578,7600,54,4,Yes
6200,0.7,4684,1602,47300,43,7,Yes
2900,0.7,131,2268,24500,42,5,Yes
5600,0.7,1880,1670,26500,40,2,Yes
5300,0.7,3282,3858,16800,40,5,Yes
6700,0.7,1792,3244,28000,40,1,Yes
4300,0.7,1462,4247,43400,57,4,Yes
4400,0.7,8144,3564,21900,29,5,Yes
2500,0.7,3843,6896,45100,54,1,Yes
5200,0.7,3497,4906,24500,36,2,Yes
4400,0.7,586,1406,38100,44,3,No
7200,0.7,1103,6630,37300,46,3,Yes
1600,0.7,701,1096,36100,22,5,No
7200,0.7,6201,2003,44100,52,2,Yes
